Skip to feedback
Index of /data/realtime2/
[ICO]	Name	Last modified	Size	Description
[TXT]	44100.spec	2025-06-10 20:25	150K	Spectral Wave Summary Data
[TXT]	44100.swdir	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha1)
[TXT]	44100.swdir2	2025-06-10 20:25	1.4M	Spectral Wave Data (alpha2)
[TXT]	44100.swr1	2025-06-10 20:25	1.4M	Spectral Wave Data (r1)
[TXT]	44100.swr2	2025-06-10 20:25	1.4M	Spectral Wave Data (r2)
[TXT]	44100.txt	2025-06-10 20:25	201K	Standard Meteorological Data
[TXT]	44137.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	44139.txt	2025-06-10 20:15	2.5K	Standard Meteorological Data
[TXT]	44150.txt	2025-06-10 20:10	2.4K	Standard Meteorological Data
[TXT]	44258.txt	2025-06-10 20:05	2.2K	Standard Meteorological Data
[TXT]	44402.dart	2025-06-10 18:25	128K	Water Column Height (DART) Data
[TXT]	44403.dart	2025-06-10 18:25	82K	Water Column Height (DART) Data
[TXT]	44488.txt	2025-06-10 20:05	2.5K	Standard Meteorological Data
[TXT]	44489.txt	2025-06-10 20:05	2.5K	Standard Meteorological Data
[TXT]	45001.data_spec	2025-06-10 20:05	871K	Raw Spectral Wave Data
[TXT]	45001.spec	2025-06-10 20:05	91K	Spectral Wave Summary Data
[TXT]	45001.supl	2025-06-10 20:20	188K	Supplemental Measurements Data
[TXT]	45001.swdir	2025-06-10 20:05	507K	Spectral Wave Data (alpha1)
[TXT]	45001.swdir2	2025-06-10 20:05	507K	Spectral Wave Data (alpha2)
[TXT]	45001.swr1	2025-06-10 20:05	508K	Spectral Wave Data (r1)
[TXT]	45001.swr2	2025-06-10 20:05	508K	Spectral Wave Data (r2)
[TXT]	45001.txt	2025-06-10 20:20	368K	Standard Meteorological Data
[TXT]	45002.data_spec	2025-06-10 20:15	872K	Raw Spectral Wave Data
[TXT]	45002.spec	2025-06-10 20:15	91K	Spectral Wave Summary Data
[TXT]	45002.supl	2025-06-10 20:20	187K	Supplemental Measurements Data
[TXT]	45002.swdir	2025-06-10 19:45	461K	Spectral Wave Data (alpha1)
[TXT]	45002.swdir2	2025-06-10 19:45	460K	Spectral Wave Data (alpha2)
[TXT]	45002.swr1	2025-06-10 19:45	461K	Spectral Wave Data (r1)
[TXT]	45002.swr2	2025-06-10 19:45	461K	Spectral Wave Data (r2)
[TXT]	45002.txt	2025-06-10 20:20	367K	Standard Meteorological Data
[TXT]	45003.data_spec	2025-06-10 20:15	1.0M	Raw Spectral Wave Data
[TXT]	45003.spec	2025-06-10 20:10	105K	Spectral Wave Summary Data
[TXT]	45003.supl	2025-06-10 20:20	214K	Supplemental Measurements Data
[TXT]	45003.swdir	2025-06-10 20:15	577K	Spectral Wave Data (alpha1)
[TXT]	45003.swdir2	2025-06-10 20:15	577K	Spectral Wave Data (alpha2)
[TXT]	45003.swr1	2025-06-10 20:15	576K	Spectral Wave Data (r1)
[TXT]	45003.swr2	2025-06-10 20:15	576K	Spectral Wave Data (r2)
[TXT]	45003.txt	2025-06-10 20:20	418K	Standard Meteorological Data
[TXT]	45004.data_spec	2025-06-10 20:10	861K	Raw Spectral Wave Data
[TXT]	45004.spec	2025-06-10 20:10	90K	Spectral Wave Summary Data
[TXT]	45004.supl	2025-06-10 20:20	185K	Supplemental Measurements Data
[TXT]	45004.swdir	2025-06-10 20:10	505K	Spectral Wave Data (alpha1)
[TXT]	45004.swdir2	2025-06-10 20:10	505K	Spectral Wave Data (alpha2)
[TXT]	45004.swr1	2025-06-10 20:10	506K	Spectral Wave Data (r1)
[TXT]	45004.swr2	2025-06-10 20:10	506K	Spectral Wave Data (r2)
[TXT]	45004.txt	2025-06-10 20:20	363K	Standard Meteorological Data
[TXT]	45005.data_spec	2025-06-10 20:15	879K	Raw Spectral Wave Data
[TXT]	45005.spec	2025-06-10 20:10	92K	Spectral Wave Summary Data
[TXT]	45005.supl	2025-06-10 20:20	190K	Supplemental Measurements Data
[TXT]	45005.swdir	2025-06-10 20:15	560K	Spectral Wave Data (alpha1)
[TXT]	45005.swdir2	2025-06-10 20:15	560K	Spectral Wave Data (alpha2)
[TXT]	45005.swr1	2025-06-10 20:15	561K	Spectral Wave Data (r1)
[TXT]	45005.swr2	2025-06-10 20:15	561K	Spectral Wave Data (r2)
[TXT]	45005.txt	2025-06-10 20:20	372K	Standard Meteorological Data
[TXT]	45006.data_spec	2025-06-10 20:15	883K	Raw Spectral Wave Data
[TXT]	45006.spec	2025-06-10 20:10	93K	Spectral Wave Summary Data
[TXT]	45006.supl	2025-06-10 20:20	190K	Supplemental Measurements Data
[TXT]	45006.swdir	2025-06-10 20:15	281K	Spectral Wave Data (alpha1)
[TXT]	45006.swdir2	2025-06-10 20:15	281K	Spectral Wave Data (alpha2)
[TXT]	45006.swr1	2025-06-10 20:15	285K	Spectral Wave Data (r1)
[TXT]	45006.swr2	2025-06-10 20:15	285K	Spectral Wave Data (r2)
[TXT]	45006.txt	2025-06-10 20:20	371K	Standard Meteorological Data
[TXT]	45007.data_spec	2025-06-10 20:15	436K	Raw Spectral Wave Data
[TXT]	45007.spec	2025-06-10 20:10	46K	Spectral Wave Summary Data
[TXT]	45007.supl	2025-06-10 20:20	94K	Supplemental Measurements Data
[TXT]	45007.swdir	2025-06-10 17:35	184K	Spectral Wave Data (alpha1)
[TXT]	45007.swdir2	2025-06-10 17:35	184K	Spectral Wave Data (alpha2)
[TXT]	45007.swr1	2025-06-10 17:35	186K	Spectral Wave Data (r1)
[TXT]	45007.swr2	2025-06-10 17:35	186K	Spectral Wave Data (r2)
[TXT]	45007.txt	2025-06-10 20:20	183K	Standard Meteorological Data
[TXT]	45008.data_spec	2025-06-10 20:15	1.0M	Raw Spectral Wave Data
[TXT]	45008.spec	2025-06-10 20:10	102K	Spectral Wave Summary Data
[TXT]	45008.supl	2025-06-10 20:20	209K	Supplemental Measurements Data
[TXT]	45008.swdir	2025-06-10 20:15	547K	Spectral Wave Data (alpha1)
[TXT]	45008.swdir2	2025-06-10 20:15	547K	Spectral Wave Data (alpha2)
[TXT]	45008.swr1	2025-06-10 20:15	546K	Spectral Wave Data (r1)
[TXT]	45008.swr2	2025-06-10 20:15	546K	Spectral Wave Data (r2)
[TXT]	45008.txt	2025-06-10 20:20	409K	Standard Meteorological Data
[TXT]	45012.data_spec	2025-06-10 20:15	1.3M	Raw Spectral Wave Data
[TXT]	45012.spec	2025-06-10 20:10	135K	Spectral Wave Summary Data
[TXT]	45012.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	45012.swdir	2025-06-10 20:15	541K	Spectral Wave Data (alpha1)
[TXT]	45012.swdir2	2025-06-10 20:15	541K	Spectral Wave Data (alpha2)
[TXT]	45012.swr1	2025-06-10 20:15	544K	Spectral Wave Data (r1)
[TXT]	45012.swr2	2025-06-10 20:15	544K	Spectral Wave Data (r2)
[TXT]	45012.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	45013.adcp	2025-06-10 20:10	369K	Acoustic Doppler Current Profiler Data
[TXT]	45013.spec	2025-06-10 20:10	151K	Spectral Wave Summary Data
[TXT]	45013.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	45014.adcp	2025-06-09 12:15	242K	Acoustic Doppler Current Profiler Data
[TXT]	45014.ocean	2025-06-10 20:10	174K	Oceanographic Data
[TXT]	45014.spec	2025-06-10 20:10	151K	Spectral Wave Summary Data
[TXT]	45014.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	45022.ocean	2025-06-10 20:20	44K	Oceanographic Data
[TXT]	45022.spec	2025-06-10 20:20	38K	Spectral Wave Summary Data
[TXT]	45022.srad	2025-06-10 20:20	7.2K	Solar Radiation Data
[TXT]	45022.txt	2025-06-10 20:20	51K	Standard Meteorological Data
[TXT]	45023.ocean	2025-06-10 19:50	105K	Oceanographic Data
[TXT]	45023.spec	2025-06-10 19:50	93K	Spectral Wave Summary Data
[TXT]	45023.srad	2025-06-10 19:50	49K	Solar Radiation Data
[TXT]	45023.txt	2025-06-10 19:50	125K	Standard Meteorological Data
[TXT]	45025.spec	2025-06-10 19:50	93K	Spectral Wave Summary Data
[TXT]	45025.srad	2025-06-10 19:50	49K	Solar Radiation Data
[TXT]	45025.txt	2025-06-10 19:50	125K	Standard Meteorological Data
[TXT]	45026.adcp	2025-06-10 20:20	2.0M	Acoustic Doppler Current Profiler Data
[TXT]	45026.ocean	2025-06-10 20:20	509K	Oceanographic Data
[TXT]	45026.spec	2025-06-10 20:20	440K	Spectral Wave Summary Data
[TXT]	45026.txt	2025-06-10 20:25	588K	Standard Meteorological Data
[TXT]	45027.ocean	2025-06-10 20:20	310K	Oceanographic Data
[TXT]	45027.spec	2025-06-10 20:20	267K	Spectral Wave Summary Data
[TXT]	45027.srad	2025-06-10 20:20	100K	Solar Radiation Data
[TXT]	45027.txt	2025-06-10 20:20	358K	Standard Meteorological Data
[TXT]	45028.ocean	2025-06-10 20:20	178K	Oceanographic Data
[TXT]	45028.spec	2025-06-10 20:20	154K	Spectral Wave Summary Data
[TXT]	45028.srad	2025-06-10 20:20	60K	Solar Radiation Data
[TXT]	45028.txt	2025-06-10 20:25	206K	Standard Meteorological Data
[TXT]	45029.ocean	2025-06-10 20:20	513K	Oceanographic Data
[TXT]	45029.spec	2025-06-10 20:20	444K	Spectral Wave Summary Data
[TXT]	45029.txt	2025-06-10 20:25	593K	Standard Meteorological Data
[TXT]	45135.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45136.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45137.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45139.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45140.txt	2025-06-10 20:10	1.3K	Standard Meteorological Data
[TXT]	45143.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45144.txt	2025-06-10 20:10	752	Standard Meteorological Data
[TXT]	45145.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45147.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45148.txt	2025-05-21 18:35	2.4K	Standard Meteorological Data
[TXT]	45149.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45151.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45152.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45154.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45159.txt	2025-06-10 20:10	2.5K	Standard Meteorological Data
[TXT]	45161.ocean	2025-06-10 20:15	100K	Oceanographic Data
[TXT]	45161.spec	2025-06-10 20:15	92K	Spectral Wave Summary Data
[TXT]	45161.txt	2025-06-10 20:20	125K	Standard Meteorological Data
[TXT]	45164.ocean	2025-06-10 20:15	74K	Oceanographic Data
[TXT]	45164.txt	2025-06-10 20:10	86K	Standard Meteorological Data
[TXT]	45168.ocean	2025-06-10 20:20	454K	Oceanographic Data
[TXT]	45168.spec	2025-06-10 20:20	390K	Spectral Wave Summary Data
[TXT]	45168.txt	2025-06-10 20:25	525K	Standard Meteorological Data
[TXT]	45174.ocean	2025-06-10 20:20	207K	Oceanographic Data
[TXT]	45174.spec	2025-06-10 20:20	185K	Spectral Wave Summary Data
[TXT]	45174.srad	2025-06-10 20:20	100K	Solar Radiation Data
[TXT]	45174.txt	2025-06-10 20:25	248K	Standard Meteorological Data
[TXT]	45175.spec	2025-06-10 20:20	94K	Spectral Wave Summary Data
[TXT]	45175.srad	2025-06-10 20:20	51K	Solar Radiation Data
[TXT]	45175.txt	2025-06-10 20:20	126K	Standard Meteorological Data
[TXT]	45176.ocean	2025-06-10 20:15	232K	Oceanographic Data
[TXT]	45176.spec	2025-06-10 20:15	203K	Spectral Wave Summary Data
[TXT]	45176.txt	2025-06-10 20:20	272K	Standard Meteorological Data
[TXT]	45194.adcp	2025-06-10 20:15	32K	Acoustic Doppler Current Profiler Data
[TXT]	45194.data_spec	2025-06-10 20:20	646K	Raw Spectral Wave Data
[TXT]	45194.spec	2025-06-10 20:15	61K	Spectral Wave Summary Data
[TXT]	45194.swdir	2025-06-10 20:20	425K	Spectral Wave Data (alpha1)
[TXT]	45194.swdir2	2025-06-10 20:20	425K	Spectral Wave Data (alpha2)
[TXT]	45194.swr1	2025-06-10 20:20	403K	Spectral Wave Data (r1)
[TXT]	45194.swr2	2025-06-10 20:20	403K	Spectral Wave Data (r2)
[TXT]	45194.txt	2025-06-10 20:15	93K	Standard Meteorological Data
[TXT]	45196.ocean	2025-06-10 20:05	204K	Oceanographic Data
[TXT]	45196.spec	2025-06-10 20:05	176K	Spectral Wave Summary Data
[TXT]	45196.txt	2025-06-10 20:05	235K	Standard Meteorological Data
[TXT]	45197.ocean	2025-06-10 20:15	243K	Oceanographic Data
[TXT]	45197.spec	2025-06-10 20:15	210K	Spectral Wave Summary Data
[TXT]	45197.txt	2025-06-10 20:20	281K	Standard Meteorological Data
[TXT]	45198.ocean	2025-06-10 20:20	238K	Oceanographic Data
[TXT]	45198.spec	2025-06-10 20:20	204K	Spectral Wave Summary Data
[TXT]	45198.txt	2025-06-10 20:20	276K	Standard Meteorological Data
[TXT]	45199.adcp	2025-06-10 20:10	759K	Acoustic Doppler Current Profiler Data
[TXT]	45199.ocean	2025-06-10 20:10	174K	Oceanographic Data
[TXT]	45199.spec	2025-06-10 20:10	147K	Spectral Wave Summary Data
[TXT]	45199.txt	2025-06-10 20:10	199K	Standard Meteorological Data
[TXT]	45200.spec	2025-06-05 07:10	701	Spectral Wave Summary Data
[TXT]	45200.txt	2025-06-10 20:25	105K	Standard Meteorological Data
[TXT]	45201.spec	2025-06-10 20:15	78K	Spectral Wave Summary Data
[TXT]	45201.srad	2025-06-10 20:15	42K	Solar Radiation Data
[TXT]	45201.txt	2025-06-10 20:20	104K	Standard Meteorological Data
[TXT]	45202.spec	2025-06-10 20:15	78K	Spectral Wave Summary Data
[TXT]	45202.srad	2025-06-10 20:15	42K	Solar Radiation Data
[TXT]	45202.txt	2025-06-10 20:20	105K	Standard Meteorological Data
[TXT]	45203.spec	2025-06-10 20:10	78K	Spectral Wave Summary Data
[TXT]	45203.srad	2025-06-10 20:10	42K	Solar Radiation Data
[TXT]	45203.txt	2025-06-10 20:10	104K	Standard Meteorological Data
[TXT]	45204.spec	2025-06-10 20:20	382K	Spectral Wave Summary Data
[TXT]	45204.txt	2025-06-10 20:25	511K	Standard Meteorological Data
[TXT]	45205.spec	2025-06-10 20:15	385K	Spectral Wave Summary Data
[TXT]	45205.txt	2025-06-10 20:20	519K	Standard Meteorological Data
[TXT]	45206.spec	2025-06-10 20:15	180K	Spectral Wave Summary Data
[TXT]	45206.txt	2025-06-10 20:20	515K	Standard Meteorological Data
[TXT]	45207.spec	2025-06-10 20:20	375K	Spectral Wave Summary Data
[TXT]	45207.txt	2025-06-10 20:25	505K	Standard Meteorological Data
[TXT]	45208.spec	2025-06-10 20:20	383K	Spectral Wave Summary Data
[TXT]	45208.txt	2025-06-10 20:25	514K	Standard Meteorological Data
[TXT]	45209.spec	2025-06-10 20:20	386K	Spectral Wave Summary Data
[TXT]	45209.txt	2025-06-10 20:25	517K	Standard Meteorological Data
[TXT]	45210.data_spec	2025-06-10 20:10	961K	Raw Spectral Wave Data
[TXT]	45210.spec	2025-06-10 20:10	143K	Spectral Wave Summary Data
[TXT]	45210.swdir	2025-06-10 20:10	586K	Spectral Wave Data (alpha1)
[TXT]	45210.swdir2	2025-06-10 20:10	587K	Spectral Wave Data (alpha2)
[TXT]	45210.swr1	2025-06-10 20:10	570K	Spectral Wave Data (r1)
[TXT]	45210.swr2	2025-06-10 20:10	569K	Spectral Wave Data (r2)
[TXT]	45210.txt	2025-06-10 20:10	200K	Standard Meteorological Data
[TXT]	45211.data_spec	2025-06-10 20:10	660K	Raw Spectral Wave Data
[TXT]	45211.spec	2025-06-10 20:10	99K	Spectral Wave Summary Data
[TXT]	45211.swdir	2025-06-10 20:10	419K	Spectral Wave Data (alpha1)
[TXT]	45211.swdir2	2025-06-10 20:10	420K	Spectral Wave Data (alpha2)
[TXT]	45211.swr1	2025-06-10 20:10	402K	Spectral Wave Data (r1)
[TXT]	45211.swr2	2025-06-10 20:10	402K	Spectral Wave Data (r2)
[TXT]	45211.txt	2025-06-10 20:10	140K	Standard Meteorological Data
[TXT]	45212.spec	2025-05-23 14:50	105K	Spectral Wave Summary Data
[TXT]	45212.txt	2025-05-23 14:51	97K	Standard Meteorological Data
[TXT]	45213.spec	2025-05-14 00:45	116K	Spectral Wave Summary Data
[TXT]	45213.txt	2025-05-14 00:50	94K	Standard Meteorological Data
[TXT]	45214.spec	2025-05-27 23:50	177K	Spectral Wave Summary Data
[TXT]	45214.txt	2025-05-27 23:50	144K	Standard Meteorological Data
[TXT]	45215.data_spec	2025-06-10 20:10	514K	Raw Spectral Wave Data
[TXT]	45215.spec	2025-06-10 20:10	73K	Spectral Wave Summary Data
[TXT]	45215.swdir	2025-06-10 20:10	268K	Spectral Wave Data (alpha1)
[TXT]	45215.swdir2	2025-06-10 20:10	268K	Spectral Wave Data (alpha2)
[TXT]	45215.swr1	2025-06-10 20:10	252K	Spectral Wave Data (r1)
[TXT]	45215.swr2	2025-06-10 20:10	252K	Spectral Wave Data (r2)
[TXT]	45215.txt	2025-06-10 20:10	123K	Standard Meteorological Data
[TXT]	45216.spec	2025-06-10 19:50	84K	Spectral Wave Summary Data
[TXT]	45216.srad	2025-06-10 19:50	44K	Solar Radiation Data
[TXT]	45216.txt	2025-06-10 19:50	113K	Standard Meteorological Data
[TXT]	45219.txt	2025-06-10 20:25	551K	Standard Meteorological Data
[TXT]	46001.data_spec	2025-06-10 20:20	1.4M	Raw Spectral Wave Data
[TXT]	46001.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46001.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46001.swdir	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha1)
[TXT]	46001.swdir2	2025-06-10 20:20	1.4M	Spectral Wave Data (alpha2)
[TXT]	46001.swr1	2025-06-10 20:20	1.3M	Spectral Wave Data (r1)
[TXT]	46001.swr2	2025-06-10 20:20	1.3M	Spectral Wave Data (r2)
[TXT]	46001.txt	2025-06-10 20:20	600K	Standard Meteorological Data
[TXT]	46011.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46011.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	46011.supl	2025-06-10 20:20	306K	Supplemental Measurements Data
[TXT]	46011.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46011.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46011.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46011.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46011.txt	2025-06-10 20:20	599K	Standard Meteorological Data
[TXT]	46013.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46013.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46013.supl	2025-06-10 20:25	308K	Supplemental Measurements Data
[TXT]	46013.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46013.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46013.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46013.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46013.txt	2025-06-10 20:25	604K	Standard Meteorological Data
[TXT]	46014.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46014.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46014.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46014.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46014.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46014.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46014.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46014.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46015.data_spec	2025-06-10 20:05	1.4M	Raw Spectral Wave Data
[TXT]	46015.spec	2025-06-10 20:00	147K	Spectral Wave Summary Data
[TXT]	46015.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46015.swdir	2025-06-10 20:05	1.3M	Spectral Wave Data (alpha1)
[TXT]	46015.swdir2	2025-06-10 20:05	1.3M	Spectral Wave Data (alpha2)
[TXT]	46015.swr1	2025-06-10 20:05	1.3M	Spectral Wave Data (r1)
[TXT]	46015.swr2	2025-06-10 20:05	1.3M	Spectral Wave Data (r2)
[TXT]	46015.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46022.data_spec	2025-06-10 20:15	1.1M	Raw Spectral Wave Data
[TXT]	46022.spec	2025-06-10 20:10	114K	Spectral Wave Summary Data
[TXT]	46022.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46022.swdir	2025-06-10 20:15	1.0M	Spectral Wave Data (alpha1)
[TXT]	46022.swdir2	2025-06-10 20:15	1.0M	Spectral Wave Data (alpha2)
[TXT]	46022.swr1	2025-06-10 20:15	1.0M	Spectral Wave Data (r1)
[TXT]	46022.swr2	2025-06-10 20:15	1.0M	Spectral Wave Data (r2)
[TXT]	46022.txt	2025-06-10 20:20	604K	Standard Meteorological Data
[TXT]	46025.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46025.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46025.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46025.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46025.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46025.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46025.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46025.txt	2025-06-10 20:20	604K	Standard Meteorological Data
[TXT]	46026.data_spec	2025-06-10 20:15	671K	Raw Spectral Wave Data
[TXT]	46026.spec	2025-06-10 20:10	71K	Spectral Wave Summary Data
[TXT]	46026.supl	2025-06-10 20:25	145K	Supplemental Measurements Data
[TXT]	46026.swdir	2025-06-10 20:15	665K	Spectral Wave Data (alpha1)
[TXT]	46026.swdir2	2025-06-10 20:15	665K	Spectral Wave Data (alpha2)
[TXT]	46026.swr1	2025-06-10 20:15	633K	Spectral Wave Data (r1)
[TXT]	46026.swr2	2025-06-10 20:15	633K	Spectral Wave Data (r2)
[TXT]	46026.txt	2025-06-10 20:25	285K	Standard Meteorological Data
[TXT]	46027.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46027.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46027.supl	2025-06-10 20:25	308K	Supplemental Measurements Data
[TXT]	46027.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46027.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46027.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46027.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46027.txt	2025-06-10 20:25	604K	Standard Meteorological Data
[TXT]	46028.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46028.spec	2025-06-10 20:10	150K	Spectral Wave Summary Data
[TXT]	46028.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46028.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46028.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46028.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46028.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46028.txt	2025-06-10 20:20	603K	Standard Meteorological Data
[TXT]	46029.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46029.spec	2025-06-10 20:10	148K	Spectral Wave Summary Data
[TXT]	46029.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46029.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46029.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46029.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46029.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46029.txt	2025-06-10 20:20	602K	Standard Meteorological Data
[TXT]	46035.data_spec	2025-06-10 20:15	600K	Raw Spectral Wave Data
[TXT]	46035.spec	2025-06-10 20:10	63K	Spectral Wave Summary Data
[TXT]	46035.supl	2025-06-10 20:20	307K	Supplemental Measurements Data
[TXT]	46035.swdir	2025-06-10 20:15	585K	Spectral Wave Data (alpha1)
[TXT]	46035.swdir2	2025-06-10 20:15	585K	Spectral Wave Data (alpha2)
[TXT]	46035.swr1	2025-06-10 20:15	572K	Spectral Wave Data (r1)
[TXT]	46035.swr2	2025-06-10 20:15	572K	Spectral Wave Data (r2)
[TXT]	46035.txt	2025-06-10 20:20	601K	Standard Meteorological Data
[TXT]	46041.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
[TXT]	46041.spec	2025-06-10 20:10	149K	Spectral Wave Summary Data
[TXT]	46041.supl	2025-06-10 20:20	308K	Supplemental Measurements Data
[TXT]	46041.swdir	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha1)
[TXT]	46041.swdir2	2025-06-10 20:15	1.4M	Spectral Wave Data (alpha2)
[TXT]	46041.swr1	2025-06-10 20:15	1.3M	Spectral Wave Data (r1)
[TXT]	46041.swr2	2025-06-10 20:15	1.3M	Spectral Wave Data (r2)
[TXT]	46041.txt	2025-06-10 20:20	604K	Standard Meteorological Data
[TXT]	46047.data_spec	2025-06-10 20:15	746K	Raw Spectral Wave Data
[TXT]	46047.spec	2025-06-10 20:15	78K	Spectral Wave Summary Data
[TXT]	46047.supl	2025-06-10 20:20	161K	Supplemental Measurements Data
[TXT]	46047.swdir	2025-06-10 20:15	739K	Spectral Wave Data (alpha1)
[TXT]	46047.swdir2	2025-06-10 20:15	737K	Spectral Wave Data (alpha2)
[TXT]	46047.swr1	2025-06-10 20:15	708K	Spectral Wave Data (r1)
[TXT]	46047.swr2	2025-06-10 20:15	708K	Spectral Wave Data (r2)
[TXT]	46047.txt	2025-06-10 20:20	316K	Standard Meteorological Data
[TXT]	46050.data_spec	2025-06-10 20:15	486K	Raw Spectral Wave Data
[TXT]	46050.spec	2025-06-10 20:10	51K	Spectral Wave Summary Data
[TXT]	46050.supl	2025-06-10 20:20	305K	Supplemental Measurements Data
[TXT]	46050.swdir	2025-06-10 20:15	474K	Spectral Wave Data (alpha1)
[TXT]	46050.swdir2	2025-06-10 20:15	472K	Spectral Wave Data (alpha2)
[TXT]	46050.swr1	2025-06-10 20:15	460K	Spectral Wave Data (r1)
[TXT]	46050.swr2	2025-06-10 20:15	460K	Spectral Wave Data (r2)
[TXT]	46050.txt	2025-06-10 20:20	597K	Standard Meteorological Data
[TXT]	46053.data_spec	2025-06-10 20:15	1.4M	Raw Spectral Wave Data
